eta,f,f_std,gas_total,gas_total_pct_vs_base,profit
0.7,0.5686366666666667,0.0035892999420603015,133.94264884576177,7.114746213181395,275.8842704404211
0.75,0.5889599999999999,0.0027974326854509697,132.71710975279774,6.134675189885905,276.57497211864563
0.8,0.6072533333333333,0.0021039175686805183,131.36351677402916,5.0521986997897645,276.569637793241
0.85,0.6190166666666668,0.0034638610441721468,129.8621283661105,3.8515293113053826,276.26216850830053
0.9,0.6308566666666666,0.003514100344977038,128.29963020878648,2.6019900866999794,275.2925564709944
0.95,0.6395433333333334,0.003008262284992559,126.66665135770828,1.2960870251131145,273.9940151621314
1.0,0.6461066666666667,0.0018996295935241325,124.98798478244971,-0.046352785767635185,272.3872250101388
