phi,f,f_std,profit,entropy
0.01,0.6287866666666666,0.003983614587932042,275.1884970988976,0.9577571691650961
0.05,0.6329,0.0018511257835886433,274.95697304203617,0.9299358136249015
0.1,0.6325566666666667,0.002786034395753387,275.0691560757009,0.9004120373307396
0.2,0.6330133333333333,0.0034519345086272677,275.08998408248965,0.8499231479425985
0.3,0.6298966666666665,0.002732043507778604,275.46056190913066,0.806478449376403
0.5,0.6253599999999999,0.003097462123245152,275.9663200985689,0.7533332993570264
